0 0
5 0
10 0
15 0
20 0
25 0
30 0
35 0
40 0
45 0
50 0
55 0
60 0
65 0
70 0
75 0
80 0
85 0
90 0
95 0
100 0
105 0
110 0
115 0
120 0
125 0
130 0
135 0
140 0
145 0
150 0
155 0
160 0
165 0
170 0
175 0
180 0
185 0
190 0
195 0
200 0
205 0
210 0
215 0
220 0
225 0
230 0
235 0
240 0
245 0
250 0
255 0
260 0
265 0
270 0
275 0
280 0
285 0
290 0
295 0
300 0
305 0
310 0
315 0
320 0
325 0
330 0
335 0
340 0
345 0
350 0
355 0
360 0
365 0
370 0
375 0
380 0
385 0
390 0
395 0
400 0
405 0
410 0
415 0
420 0
425 0
430 0
435 0
440 0
445 0
450 0
455 0
460 0
465 0
470 0
475 0
480 0
485 0
490 0
495 0
500 0
500 0
500 0
500 0
500 0
500 0
500 0
500 0
500 0
500 0
500 0
500 0
500 0
500 0
500 0
500 0
500 0
500 0
500 0
500 0
500 0
500 0
500 0
500 0
500 0
500 0
500 0
500 0
500 0
500 0
500 0
500 0
500 0
500 0
500 0
500 0
500 0
500 0
500 0
500 0
500 0
500 0
500 0
500 0
500 0
500 0
500 0
500 0
500 0
500 0
500 0
500 10
500 20
500 30
500 40
500 50
500 60
500 70
500 80
500 90
500 100
500 110
500 120
500 130
500 140
500 150
500 160
500 170
500 180
500 190
500 200
500 210
500 220
500 230
500 240
500 250
500 260
500 270
500 280
500 290
500 300
500 310
500 320
500 330
500 340
500 350
500 360
500 370
500 380
500 390
500 400
500 410
500 420
500 430
500 440
500 450
500 460
500 470
500 480
500 490
500 500
500 510
500 520
500 530
500 540
500 550
500 560
500 570
500 580
500 590
500 600
500 610
500 620
500 630
500 640
500 650
500 660
500 670
500 680
500 690
500 700
500 710
500 720
500 730
500 740
500 750
500 760
500 770
500 780
500 790
500 800
500 810
500 820
500 830
500 840
500 850
500 860
500 870
500 880
500 890
500 900
500 900
500 900
500 900
500 900
500 900
500 900
500 900
500 900
500 900
500 900
